,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,ÀâÆ¼,Æ®·¯ºí,°¢Áú,ÄðÅæ,°Ç¼º,all,Åº·Â,¹Ì¹é,Áö¼º,¿úÅæ,¹Î°¨¼º,¾ÆÅäÇÇ,º¹ÇÕ¼º,¸ð°ø,ÁÖ¸§,ºí·¢Çìµå,´ÙÅ©¼­Å¬,º¸½À·Â,²öÀûÀÓ,Çâ,¹ß¸²¼º,Áö¼Ó·Â,¼¼Á¤·Â,ÀÚ±Øµµ
31,31,A000000177840,»êÃ¥ÇÏ´ÂÆþÀÌ,0,0,4,0,"±¦ÂúÀº°Å°°¾Æ¿ä. ÈÞ´ëÇÏ±â ÆíÇÕ´Ï´Ù. ÃËÃËÇÏ°í, Àß ½º¸çµé°í ²öÀûÀÓÀÌ ¾ø¾î¼­ ¸¸Á·ÇÕ´Ï´Ù. ±×·±µ¥ Àú´Â ÇâÀÌ Á»¡¦ ÀÍ¼÷ÇØÁ®¾ßÇÒ°Å°°¾Æ¿ä.",0,2022,4,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,0,0,0,0
32,32,A000000177840,jjini****,0,0,5,1,¾Æº¥´À ÇÚµåÅ©¸²~~!! Ã³À½ ±¸ÀÔÇØ¼­ ½áºÃ´Â´ë Èí¼ö·ÂÁÁ±¸^^ ÃËÃËÇì »ç¿ëÇÏ±â ÁÁ½À´Ï´Ù~~! ¿äÁò°°ÀÌ °ÇÁ¶ÇÏ°í ÀÏ±³Â÷½ÉÇÑ³¯¿¡´Â µ¥ÀÏ¸®·Î »ç¿ëÇÏ±âµµÁÁ±¸! ¿ë·®ÀÌ ÀÛ¾Æ¼­ ÇÚµå¹é¿¡ °¡Áö°í´Ù´Ï±âµµ Æí¸®ÇÏ°í ÁÁ´õ¶ó±¸¿ä~~!!^^ ´ÙÀ½¿¡µµ ¶Ç ±¸ÀÔÇÏ°í½Í¾îÁö³×¿ä ¤¾¤¾,0,2022,4,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
33,33,A000000177840,µ¿±Ûµ¿±Ûµ¿µ¿,0,0,5,0,"¾Æº¥´À Æ®¸¯¼¼¶ó Å©¸² ¾²´ÂÁßÀÎµ¥ ¸¸Á·ÇØ¼­ ÇÚµåÅ©¸²µµ ½áº¸°í ½Í¾î¼­ ±¸ÀÔÇß¾î¿ä
¸¸Á·ÇØ¿ä",0,2022,2,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0,0,0,0
34,34,A000000177840,ji33****,0,0,5,1,²öÀûÀÌÁö¾Ê°í ¿À·¡¿À·¡ ÃËÃËÇØ¼­ Àß ¾²°í ÀÖ½Àˆ•¤¿,0,2021,6,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
35,35,A000000177840,kmsrmk****,0,0,5,1,²öÀûÀÌ´Â°Íµµ ¾ø°í Çâµµ ÁÁÀºµ¥ ¾à°£ Èí¼ö·ÂÀÌ ¶³¾îÁ®¿ä,0,2021,4,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
36,36,A000000177840,´Þ´ÞÀÌÁø¼®´ÔÁ¸°æÇÕ´Ù,0,0,5,1,ÀÚÁÖ»ç¿ëÇÏ°í µþµéÀÌ¶ûµµ µ¹·Á¾²°í ÀÖ´Ùº¸½À·ÂÀÌÁÁ´Ù,0,2021,4,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
37,37,A000000177840,lgls****,0,0,5,1,¿ì¿¬È÷ ¼¼ÀÏÇÒ¶§ ¿Ã¸®ºê¿µ¿¡¼­ ±¸°æÇÏ´Ù°¡ ÀÌ ¾ÆÀÏ µæÅÛÇßÁö¸ð¿¹¿ä!! Á¤¸» ±Â±ÂÀÌ¿¡¿ä! Á¦°¡ ¾´ ÇÚµåÅ©¸²Áß¿¡¼­ º¸½À·Â ÀÌ ÃÖ°í·Î ¶Ù¾î³ª¿©!! +_+,0,2021,4,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
38,38,A000000177840,c1548****,0,0,3,1,1 +1 ÀÌ¿©¼­ »ò´Âµ¥ ¹Ï°í¾²´Â ºê·£µå³×¿ä?µþ¾ÆÀÌ°¡ ÁÁ¾ÆÇØ¼­ ¶Ç »çÁÖ°í ½Í³×¿ä,0,2020,12,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,0,0
39,39,A000000177840,hhj****,0,0,5,1,¾ö¸¶°¡ ÇÚµåÅ©¸²ÀÌ ÇÊ¿äÇÏ´ÙÇØ¼­ µå·È´Âµ¥ Àß¾²½Ã´Â°Å°°¾Æ¿ä¤¾¤¾,0,2020,12,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,0,0,0,0
40,40,A000000177840,¸®»ç,0,0,5,1,¾Æº¥´À Á¦Ç°ÀÌ¶ó ¹Ï°í ¾¹´Ï´Ù. ´Ù¸¥ ÇÚµåÅ©¸² Á¦Ç°µéº¸´Ù º¸½Àµµ ¶Ù¾î³ª¿ä!,0,2020,11,16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
41,41,A000000177840,seolr****,0,0,5,1,ÇâÀº ¾à³¿»õ°°¾Æ¼­ º°·ÎÁö¸¸ º¸½À·Âµµ ÁÁ°í ²öÀûÀÓµµ ¾ø¾î¼­ ÁÁ¾Æ¿ä,0,2020,11,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,0,0,0,0
42,42,A000000177840,ÃÊ,0,0,5,1,Çâµµ ÁøÇÏÁö ¾Ê°í ¹Ù¸£¸é ¾öÃ» ÃËÃËÇÏ°í Èí¼öµµ ºü¸£³×¿ä,0,2020,11,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
43,43,A000000177840,jy5007****,0,0,4,1,º¸½ÀÀº Á¤¸» ÁÁÀºµ¥ ÇâÀÌ...³Ê¹« ¾ÈÁÁ¾Æ¿ä¤Ð¤ÐÃËÃËÇÏ´Ï±î ÀÏ´Ü »ç¿ëÁßÀÔ´Ï´Ù,0,2020,9,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0
44,44,A000000177840,¹Ö¹Ö,0,0,4,1,¾Æº¥´À.. ¹ß¸²¼ºÀº Á¤¸» º°·Î¿¡¿ä Ã³À½ ¹Ù¸£¸é ÇÏ¾é°Ô µÅ´Âµ¥ Á¶±Ý ¿­½ÉÈ÷ ºñºñ´Ù º¸¸é Èí¼ö°¡ ¹Ù·Î µÅ¿ä º¸½À·ÂÀº ÁÁÀºµ¥ ¹ß¸²¼º ¶§¹®¿¡ Á» °í¹ÎµÇ´Â Á¦Ç°ÀÌ¿¡¿ä ³¿»õ´Â Ç®Çâ? °°ÀÌ ³ª´Âµ¥ Àü ÀÌ·±Çâ ÁÁ¾ÆÇÏ´Âµ¥ È£ºÒÈ£ÀÖÀ»°Å°°¾Æ¿ä ¹ã¿¡ ¹Ù¸£°í ÀÚ¸é ÁÁ¾Æ¿ä,0,2020,9,12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,0,0,0
45,45,A000000177840,nah****,0,0,4,1,ÇÒÀÎÇÏ±æ·¡ ±Ã±ÝÇØ¼­ »çºÃ¾î¿ä. ¾Æº¥´ÀÀ¯¸íÇÑµ¥ ÀÌ°Íµµ ±¦Âú³×¿ä. Á¦°¡ ÇÚµåÅ©¸² ¾Ö¿ëÀÚÀÎµ¥ ¾ÆÆ®¸¯½º¶û ºñ½ÁÇÑ º¸½À°¨ÀÌ³×¿ä. ÇâÀº ´õ¸¶Á¦Ç°ÀÇ Æ¯ÀÌÇÑ ÇâÀÌ³ª¿ä. ±×·¡µµ ±Ý¹æ »ç¶óÁ®¿ä. Àç±¸¸ÅÇÒÀÇ»çÀÖ¾î¿ä,0,2020,8,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0
46,46,A000000177840,aycheis****,0,0,5,1,¹«°Ô°¨ÀÖ´Â ÄÝµåÅ©¸²ÀÌ¶ó¼­ »ìÂ¦ ´çÈ²ÇßÁö¸¸ ¿©¸§¿¡µµ ¾Ç°Ç¼ºÀÎ ÀúÇÑÅÙ Àß¸Â¾Æ¼­ Àç±¸¸ÅÀÇ»ç ÀÖ¾î¿ä! ±ÞÇÒ¶© ¸³¿¡´Ù »ìÂ¦ ¹ß¶ó¾ñ¾î³õÀ¸¸é °¢Áú¿Ã¶ó¿À¸é¼­ ÁÁ¾ÆÁ®¿ä^_^ ´Ù¸¸ ÀúÃ³·³ Å©¸²¾çÀ» ¸¹ÀÌ Â¥¼­ ¹Ù¸£½Ã¸é Èí¼ö½ÃÅ°´À¶ó.. Á» ½Ã°£°É·ÁŸD¤»¤» ÇâÀº È£ºÒÈ£°¡ ÀÖÀ»°Å°¡Æªµ­ ¾¦³¿»õ? ÀÌ·±°Å¿¡ž¤»¤» Àú´Â ÀÚ¿¬³¿»õ¸¦ ÁÁ¾ÆÇÏ±â¶§¹«³× ¸¾¿¡ŠÃ´Ï´ç?,0,2020,8,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,2,0,0,0,0
47,47,A000000177840,syd0****,0,0,5,1,"ÀÀ±ÙÈ÷ ÇâÀÌ °­ÇÑ°Å °°¾Æ¿ä 
º¸½À·ÂÀÌ ¶Ù¾î³ªÁö´Â ¾ÊÁö¸¸ ²öÀûÀÌÁö ¾Ê¾Æ¼­ ÁÁ½À´Ï´Ù",0,2020,8,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,2,0,0,0,0
48,48,A000000177840,chanj****,0,0,5,1,ÃËÃËÇÏ°í º¸½ÀÀº Á¤¸» ÁÁÀºµ¥ ³¿»õ°¡ Á¶±Ý º°·Î¿¡¿ä¤Ð¤Ð,0,2020,8,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0,0,0
49,49,A000000177840,10love****,0,0,5,1,"¼±¹° ¹Þ¾Æ »ç¿ëÁßÀÌ´ø ¾Æº¥´À ÇÚµåÅ©¸²À»
¿Ã¿µ¿¡¼­ º¸ÀÚ¸¶ÀÚ ±¸ÀÔÇß¾î¿ä.
À¯Åë±âÇÑÀÌ ³»³â 1¿ù±îÁö »óÇ°ÀÌ¶ó ¹Ý°ª ¼¼ÀÏ ÁßÀÌ¶ó ÁÁÀº °¡°Ý¿¡ °¡Á®¿Í¼­ ¸¸Á·ÇÕ´Ï´Ù.^^
º¸½À·ÂÀº ¿©¸§¿£ ´Ù¼Ò ¸®Ä¡ÇÑ ´À³¦ÀÌ µé ¸¸Å­
¶Ù¾î³­ ¹Ý¸é ¹¯¾î³­´Ù°Å³ª ÇÏ´Â°Å ¾øÀÌ ±Ý¹æ ÇÇºÎ¿¡ Èí¼öµÇ¾î ÁÁ³×¿ä¤¾¤¾
Æò¼Ò ¼ÕÀÌ °ÇÁ¶ÇÏ½Å ºÐµéÀÌ »ç¿ëÇÏ±â ÁÁÀ» °Í °°¾Æ¿ä",0,2020,8,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0,0,0,0
50,50,A000000177840,¿ì¸®Åä³¢,0,0,5,1,¾Æº¥´À¶ó ¹Ï°í »ò¾î¿ä ¼¼ÀÏÇØ¼­ ´õ ÁÁ³×¿ë ¤¾¤¾,0,2020,7,21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,0,0
51,51,A000000177840,narci****,0,0,4,1,¸¹ÀÌ ¹Ù¸£¸é ¹Ð·Á¼­ Èí¼ö°¡ Àß ¾È µÅ¿ä. Àû´çÈ÷ ÃËÃËÇÏ±ä ÇÑµ¥¸¶À½¿¡ ½ï µéÁø ¾Ê³×¿ä. ÇâÀº ¹º°¡ ¿À¹¦ÇÑ °ÍÀÌ...³ª»ÚÁø ¾ÊÀºµ¥ Á» ¸ø ¸Â¾Æº» ÇâÀÌ³×¿ä,0,2020,7,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,2,0,0,0,0
52,52,A000000177840,¼º»êÆ÷,0,0,5,1,º¸½À·ÂÀÌ  ¾ÆÁÖ ÁÁ¾Æ¿ä ¼¼ÀÏÇØ¼­ ±¸ÀÔ ÇØ ºÃ´Âµ¥ ÁøÂ¥ ³Ê¹« ÁÁ¾Æ¿ä,0,2020,6,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,0,0,0,0
53,53,A000000177840,pbr****,0,0,5,1,¸ÅÀå¿¡¼­ Àú·ÅÇÏ°Ô ÆÈ°í ÀÖ¾î¼­ ±¸¸ÅÇß´Âµ¥ º¸½À·Â¿¡ ³î¶ú¾î¿ä! ±Ý¹æ Èí¼öµÇ³×¿ä ´Ù¸¸ ÇâÀÌ Á» ÀÖ¾î¼­ ÀúÃ³·³ ¹«Çâ Ã£´Â ºÐµéÇÑÅ×´Â ¾Æ½¬¿ï¼ö ÀÖ¾î¿ä¤Ð¤Ð±×·¡µµ °Ü¿ïÃ¶¿¡ ¼Õ ½ÉÇÏ°Ô Æ²¶§´Â »ç°ÔµÉ°Í°°³×¿ä,0,2020,6,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0,0,0
54,54,A000000177840,ÀÎ»ý¹¹ÀÖ¾î,0,0,2,1,"º°·Î¿¡¿ä..
¹Ù¸£¸é ¼ÕµîÀÌ ¿ï±ßºÒ±ßÇØÁ®¿ä..¤½
Çâµµ ÀÌ»óÇØ¿ä ¤Ð..",0,2020,5,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,0,0,0
55,55,A000000177840,dj****,0,0,5,1,"Áö³­¹ø¿¡ ±¸ÀÔÇÏ°í ÁÁ¾Æ¼­ ¶Ç ±¸ÀÔÇß½À´Ï´Ù
¼ÕÀÌ °ÇÁ¶ÇÑÆíÀÌ¶ó ¼ö½Ã·Î ¹Ù¸£´Âµ¥ ³Ê¹« ÁÁ¾Æ¿ä",0,2020,5,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3,0,0,0,0
56,56,A000000177840,hk****,0,0,5,0,1+1 Çà»ç ÇÏ±æ·¡ »ò´Âµ¥ Àß ÇÑ°Å °°¾Æ¿ä~ º¸½À·Â Âü ÁÁÀ¸³×¿ä~ ´Ù ¾²¸é ¶Ç ½Ç·Á°í Çß´Âµ¥ 1+1Àº ÆÇ¸ÅÁ¾·á¶ó³×¿ä¤Ð¤Ð,0,2020,5,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0,0,0,0
57,57,A000000177840,indo****,0,0,5,0,"³Ê¹« ÁÁ¾Æ¿ä
°¡°Ý´ëºñ ´ë ¸¸Á·ÀÔ´Ï´Ù
¼¼ÀÏÇÏ¸é ¶Ç ±¸¸ÅÇÒ°Å¿©¿ä",0,2020,5,14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
58,58,A000000177840,ki****,0,0,5,1,"¼ÕÀ» ÀÚÁÖ¾Ä¾î ¸¹ÀÌ °ÇÁ¶ÇÑ ÆíÀÎµ¥~
º¸½À·ÂÀÌ ³Ê¹«³ª ÁÁ¾Æ¿ä~~",0,2020,5,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
59,59,A000000177840,qh****,0,0,5,1,ÇâÀº ¿¬°í°°Àº ÇâÀÌ³ªÁö¸¸ º¸½À·ÂÀÌ ÁÁ°í ¹Ï°í¾²´Â ¾Æº¥´À¿©¼­ ±¸¸ÅÇß½À´Ï´Ù,0,2020,5,7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0,0,0,0
60,60,A000000177840,dj****,0,0,5,1,³Ê¹«³Ê¹« ¸¾¿¡µé¾î¿ä ¤¾¤¾ ·Ï½ÃµûÇÚµåÅ©¸² ½è¾ú´Âµ¥  ±×°Ç º¸½ÀÀÌ ¾àÇØ¼­  ¹¹»ì±î °í¹ÎÇÏ´øÁß¿¡ »ò¾î¿ä  º¸½Àµµ ÁÁ°í Çâµµ ¹«³­ÇØ¼­ Àß ¾²°íÀÖ¾î¿ä,0,2020,5,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
61,61,A000000177840,¸íÃ¢³ë·ç,0,0,4,1,º¸½À·Âµµ ÁÁ°í Áö¼Ó·Âµµ ÁÁÀºµ¥ ÇâÀÌ º°·Î¿¡¿ä¤Ð¤Ð ¾à°£ ¸ÕÁö...? ³¿»õ°°±âµµ ÇÏ°í ¿¬°í °°±âµµ ÇÏ°í ¾ÏÆ° Çâ±â·Î¿î ÇâÀº ¾Æ´Ï¿¡¿ä....,0,2020,4,29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0,0,0
62,62,A000000177840,dltmd****,0,0,2,0,³ª»ÚÁöµµ ÁÁÁöµµ ¾Ê¾Ò½À´Ï´Ù. »ìÂ¦ °£Áö·¯¿òÀÌ ÀÖ¾ú½À´Ï´Ù.,0,2020,4,24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,0,0
63,63,A000000177840,jh****,0,0,5,0,¿äÁò ¼Õ¼Òµ¶Á¦¸¦ ¸¹ÀÌ ½á¼­ ¼ÕÀÌ °ÇÁ¶ÇØÁ® °ÆÁ¤ÀÌ¾ú´Âµ¥ º¸½À·Â ÁÁ¾Æ¿ä. °Ô´Ù°¡ µÎ °³ ¼ÂÆ®·Î Àú·ÅÇÏ°Ô Àß »ò¾î¿ä.,0,2020,4,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
64,64,A000000177840,49a****,0,0,5,1,¹«ÇâÀÌ¶ó ¾Æ¹«ÇÑÅ×³ª ¼±¹°ÇØµµ ÁÁ±¸ »çÀÌÁîµµ ¾ÓÁõ¸Â¾Æ¼­ ÁÁ¾Æ¿ä,0,2020,4,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,0,0,0,0
65,65,A000000177840,hgi****,0,0,5,0,"1+1À¸·Î Àú·ÅÇÑ °¡°Ý¿¡ Àß »ò¾î¿ä.
Á¶±Ý¸¸ ¹ß¶óµµ º¸½ÀÀÌ ÀßµÇ´Â°Å °°¾Æ¿ä.
Ã³À½¿£ Àß¾È¹ß¸®´Âµ¥ Æì¹Ù¸£¸é ²öÀûÀÌÁö ¾Ê°Ô Àß ½º¸ç µé¾î¿ä. ±Ùµ¥..ÇâÀÌ Á»...Æ¯ÀÌÇÏ±ä ÇØ¿ä",0,2020,4,20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0,0,0
66,66,A000000177840,yyyyhaaa,0,0,4,0,±Ø°Ç¼º¿ë¤·Àº ¾Æ´Ï¶ó ¸®Ä¡ÇÑ°¨Àº Àû°í ÃËÃËÇÏ°í ±ò²ûÇÏ°Ô ¹ß¸³´Ï´Ù,0,2020,3,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,2,0,0,0,0
67,67,A000000177840,¿À·Î¸µ,0,0,5,1,¿ø·¡ ÇÚµåÅ©¸²Àº Çâ ÁÁÀº °É·Î »ç´Âµ¥ ¿äÁò °ÇÁ¶ÇØ¼­ º¸½À ÀßµÇ´Â °É·Î »çºÃ¾î¿ä. ÇâÀº °ÅÀÇ ¾ø´Âµ¥ Á» ¿¬°í °°Àº? ´À³¦ÀÌ±¸ º¸½À·ÂÀº Â¯Â¯ÇÕ´Ï´Ù! ±¸¼º ÁÁ¾Æ¼­ ¾ö¸¶¶û ÇÏ³ª¾¿ ³ª´²¾²°í ÀÖ¾î¿ä¤¾¤¾,0,2020,3,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,2,0,0,0,0
68,68,A000000177840,adoubl****,0,0,4,1,"³¿»õ º°·Î³×¿ä...... ¤»¤»¤»
Æ° ¼Õ¶§¹®¿¡ »ò¾î¿ä ¤Ð¤Ð
ÀÏ¹ÝÀûÀÎ ÇÚµåÅ©¸²º¸´Ù ÁÁÀº °Í °°¾Æ¿ä
¾ÆÁ÷ ÇÑ¹ø¹ß¶óºÃÁö¸¸ ¤»¤»²ÙÁØÈ÷ ¹ß¶óº¸·Á±Ô¿ä",0,2020,3,9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,0,0,0
69,69,A000000177840,soojin****,0,0,5,1,Ä£±¸ »ýÀÏ¼±¹°·Î Áá´Âµ¥ Ä£±¸°¡ ÁÁ¾ÆÇÏ³×¿ä ¸¹ÀÌ ÆÄ¼¼¿ä,0,2020,3,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
70,70,A000000177840,coons****,0,0,5,1,"¹Ï°í »ç´Â ¾Æº¥´À
Çà»çÇÒ ¶§ »ç¼­ ´õ Àß »ê °Í °°¾Æ¿ä ¼±¹°¿ëÀ¸·Î °­Ãß",0,2020,3,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,0,0,0,0
71,71,A000000177840,vkdlsvhd****,0,0,5,1,"¾Æº¥´À ÇÚµåÅ©¸² ÁÁ³×¿ä
½Î°Ô Àß»ñ½À´Ï´Ù!
Çâµµ °ÅÀÇ¾ø°í ÃËÃËÇØ¿ä",0,2020,3,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
72,72,A000000177840,natali****,0,0,5,1,°Ü¿ï¿¡´Â Á¶±Ý ²Ù´öÇÑ ·Î¼ÇÀ» ÁÁ¾ÆÇØ¼­ ±¸¸ÅÇß¾î¿ä. ²öÀûÀÓÀº 1ºÐµµ ¾È°¡¼­ »ç¶óÁö°í µü ÁÁ¾Æ¿ä,0,2020,2,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,3,0,0,0,0
73,73,A000000177840,¼úÆÎ,0,0,4,1,"¿ø»Ü¿øÀÌ¶ó ¿ÏÀü °ÙÇß³×¿ë¢½¢½
¾Æº¥´À Á¦Ç° ¼øÇØ¼­ ÁÁ¾ÆÇÏ´Âµ¥ Çâµµ ¹«³­ÇÏ°í ¹«¾ùº¸´Ù ºü¸¥ Èí¼ö°¡ Á¦ÀÏ ¸¾¿¡ µå³×¿ë ±Â±Â",0,2020,2,19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
74,74,A000000177840,±¤³ª´ÂÇÇºÎ°¡µÇ°Ú´Ù,0,0,3,1,"ÃßÃµ¹Þ¾Æ¼­»ò¾î¿ä
ÃßÃµ¹Þ¾Æ¼­»ò¾î¿ä
ÃßÃµ¹Þ¾Æ¼­»ò¾î¿ä
ÃßÃµ¹Þ¾Æ¼­»ò¾î¿ä",0,2020,2,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,2,0,0,0,0
75,75,A000000177840,dltjdd****,0,0,4,1,"²öÀûÀÓ ¾øÀÌ º¸½ÀÀÌ ¾ÆÁÖ ÁÁ°í ÃËÃËÇÑµ¥
´Ù¼Ò ¾Æ½¬¿î Á¡Àº ÇâÀÌ º°·ÎÀÔ´Ï´Ù ¤Ð¤Ð
±×·¡µµ ¸¸Á·½º·¯¿ö¿ä !!",0,2020,2,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0,0,0
76,76,A000000177840,leehw****,0,0,5,1,¼ÕÀÌ ¸¹ÀÌ °ÇÁ¶ÇØ ¼Õ³¡ÀÌ °¥¶óÁö°í ÇÇ°¡ ³ª±âµµ Çß´Âµ¥ º¸½Àµµ ¶Ù¾î³ªÁö¸¸ ±Ý¹æ Èí¼öµÇ »Ç¼Û»Ç¼Û ³Ê¹«ÁÁ¾Æ¿ä~°¥¶óÁüµµ ´úÇÏ°í..¿ÏÀü °­ÃßÇÕ´Ï´Ù.,0,2020,2,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,3,0,0,0,0
