,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,아토피,쿨톤,all,탄력,웜톤,건성,피지과다,모공,트러블,각질,잡티,블랙헤드,약건성,홍조,중성,주름,다크서클,복합성,민감성,미백,지성,발림성,자극도,피부타입_건성에_좋아요,피부타입_복합성에_좋아요,피부타입_지성에_좋아요
1396,1416,A000000163374,흐흐히히,0,0,5,1,저한테는 잘 맞아요 만족합니다 발림도 부드럽고 백탁현상있어요,0,2022,6,24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,2,0,0,1
1397,1417,A000000163374,hellen****,0,0,5,1,"정말 지금까지 사용해본 썬크림중에 이 셀퓨전씨 제품이 단연코 1위일것같네요 
급하게 썬크림이 필요해 할인하는 제품으로 기대없이 사봤는데 정말 좋습니다 

먼저 기존의 제품들과는 다르게 바르면 정말 피부톤을 자연스럽게 보정을 해줘요. 그런데 이것이 아예 베이스 화장을 안한듯이가 아닌 정말 진하지 않게 베이스를 깔았으나 피부 본연의 자연스러움은 남겨주는 그 찹쌀떡 같은 느낌의 피부표현을 연출시켜준다는거에요!!
지성피부라 피부에 베이스를 겹겹히 올릴수록 오히려 더 독이된다는 느낌을 받았는데 이 제품을 사용한 뒤로 베이스 메이크업은 아예 생략하게되었내요 
시중에 파는 미백크림이나 cc크림에 비하면 이 제품의 기능성의 완전 대박적…

처음에 발랐을때는 매트한 질감보다는 조금은 축축한? 느낌이 들어 거부감이 들을 수 있는데요 얼굴 전체 펴바르면 싸악 흡수되어서 겉보속촉 완성입니다 대박이에요",0,2022,6,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1398,1418,A000000163374,sjcm****,0,0,4,1,마스크 를 끼면 썬크림이  때 처럼 밀려있어 얼굴에 썬크림이 피부에 남아있지않고  다 닦여있어 게속 썬크림을 바꿨는데도 같은 현상이있어 백탄 현상 은 심하지않고 향도 심하지않고 때처럼 밀리지 않아 좋았어요  날씨가 이제는 덥고 마스크는끼고 해서 제형이 꾸덕하고 유분 많은 제품은 바르고 느낌이 너무 답답했는데   그런 답답한 느낌없이 사용했어요,0,2022,6,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
1399,1419,A000000163374,sjw1****,0,0,5,1,발림성좋고 자극없이 순한제품같아사 좋아요. 복합성피부입니다,0,2022,6,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1400,1420,A000000163374,dbswjd****,0,0,4,1,발림성 좋고 햇빛차단도 좋으나 유분기가 너무 많아서 겨울에 사용하기 좋을 것 같아요 여름에 사용하면 바로 유분기가 확 올라와요,0,2022,6,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
1401,1421,A000000163374,ppisoo****,0,0,5,1,"너~~~~무 너무 맘에 쏙~들어요.
눈시림 심하게 느끼는 저지만 1도 불편함 없이 잘 사용 중임다. 톤+결 정리도 되니 썬크림인데도 화장한 듯 화사해보여요.
재구매 20,000% ~!!!!",0,2022,6,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1402,1422,A000000163374,juhui****,0,0,5,1,자연스럽게 톤업이 된다는 점에서 매우 마음에 들었어요 다른 톤업 선크림과는 다르게 살짝 살색이라서 메이크업 베이스 효과도 있어요 보통 선크림 바른 후 베이스 메이크업을 하면 번들거려서 뜨는 경우가 많았는데 셀퓨전씨 선크림은 그런게 없고 오히려 화장을 잘먹게 해줘서 잘 쓰고 있어요!! 제품에도 써져있듯이 피지와 유분 조절 기능이 있어서 지성피부에게 추천하지만 건성피부인 제가 발랐을때도 건조한 느낌 없이 속은 촉촉하지만 마무리감은 보송한 느낌이였어요 피부 커버하실거 없으신 분들은 이 선크림 하나만 바르고 베이스 메이크업 끝내도 될 정도로 좋아요!!💕  처음에 크기가 너무 작아서 금방 다 써버릴까봐 걱정했는데 생각보다 오래 쓰고있어요! 선크림 사용기한이 12개월이라는걸 고려하면 오히려 이정도 크기가 적당한것 같아요!!,0,2022,6,19,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1
1403,1423,A000000163374,난난누누,0,0,5,1,"발림성이 좋아서 딱 가볍게 바르기 좋아요 
행사 때 산건데 사이즈도 가지고다니기 좋아요",0,2022,6,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1404,1424,A000000163374,duco****,0,0,3,1,일단 제 피부타입은 건성에다가 저항성 피부입니당!!! 근데 이거 바르고 나갔더니 좀 촉촉한?? 느낌도 들었어요! 제가 뭐 많이 바르는 거 안 좋아해서 스킨하고 토너까지만 바르고 좀 얼굴 말랐다 싶을 때 선크림 적당히 발라서 퍼프로 고르게 펴발라줬더니 완전 촉촉을 넘어서 쫌..... 찐득해진 거 같아요ㅠ 진짜 얼마 안 했거든요 엄지손톱 크기 정도?? 근데 지나치게 촥촥.... 해짐ㅎㅎ;; 찐득한 거 싫어서 쪼끔만 발랐는데 양 조절을 어느정도까지 해야 괜찮을지 잘 모르겠네요...... 톤은 그래도 좀 보정되는 거 같아요 바르니까 크게 어색하지 않게 밝아진 티가 났어요 좀만 더 깔끔하게 발렸으면 좋았을 거 같네용 넘 수분감 넘쳐흐르는 거 말고는 다 괭찮았어요 용량도 나쁘지 않아서 걍... 진짜 쪼끔씩 발라쓰면돨듯? ㅠ,0,2022,6,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,0
1405,1425,A000000163374,saly,0,0,5,1,"올리브영에 방문했는데 기특한 일주일로 셀쀼전씨 선크림이 행사중인걸 발견했다. 이건 못참지 하고 바로 그냥 저 이것도 주세요! 계산대에 똭

피부가 정말 민감하고 선크림도 잘못 사용하면 여드름이 나는 편인데 셀퓨전씨가 좋다고 해서 일단 그냥 반신반의 하면서 구매했어요,
근데 저에게 일단 맞지 않았던 점은 이 제품이 메이크업 베이스로 사용해도 되는 색상도 약간의 베이지 색상과 모공 프라이머?기능을 갖추고 있는 아이에요. 저는 모공을 막으면 여드름이 나는 편이라 평소에 파우더도 정말 필요한 부위만 하는 편이빈다. 그래서 이 제품을 사용했을 때 약간의 여드름이 올라오는걸 느꼈습니다.

하지만 제형 자체는 정말 오일리?하게 부드럽게 발리는 편이고 뭔가 모공을 매워주고 오늘 피부가 좀 깨끗하게 보이고 싶을 때 가끔 바르고는 있습니다.

근데 다른 선크림 보다 유분감이 좀 많게 느껴지는 편이라 지성분들 보다는 건성분들에게 추천드리고 싶네요",0,2022,6,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3,2,0,1,0
1406,1426,A000000163374,짱수짱,0,0,4,1,"기특한 일주일 행사할 때 저렴하게 구매했어요! 메이크업 베이스 겸용으로 나와서 그런지 베이지색이더라구요! 바르고 나서는 묘하게 얼굴이 살짝 뽀예지는 느낌이 있어요! 그게 오래 지속되는 느낌은 아니에요! 톤업 선크림이라고 할정도는 아니구요! 

사용감은 부드럽게 잘 발려서 좋아요! 별로 건조하지도 않았구여! 근데 수분 부족형 지성인 저에게는 여름에 사용하기엔 안좋은 것 같아요ㅠㅠ 시간이 지날수록 유분감이 조금 올라오는 것 같더라구요! 사실 발림성 등의 다른 점들은 다 만족해서 좀 날 선선해지는 가을이나 겨울에 다시 써볼까 생각중이에요! 건성분들은 여름에도 괜찮으실 것 같아요!

여름에 유분 올라오는 것만 아니면 뒤에 바르는 베이스 메이크업 제품이랑도 궁합이 괜찮은 것 같아요! 그런데 메이크업 베이스를 아예 대체하기엔 선크림에 더 가까운 형태인 것 같아요!",0,2022,6,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3,2,1,0,0
1407,1427,A000000163374,Hidudu,0,0,5,0,"이거 알고서 몇병째 사용하는지 ㅎㅎ
화장도 잘 안해서 이거 하나로 톤정리만 해줘도 나름 선방하는거 같아요
단지 가격이 점점 올라가는 기분 ㅠㅠ",0,2022,6,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1408,1428,A000000163374,kk9****,0,0,5,1,일단 피부가정말 예민해서 선크림은 매일 바르다 보니 고를때 예민하게 골랐는데 항상 백화점 브랜드에서 선크림 사용하다 선크림을 그렇게 큰돈 주고 매번 사기 돈낭비라는 생각에 고심해서 고르게 됐는데 정말 좋은것같아요 일단 너무 촉촉하고 발림성도 너무 좋습니다.,0,2022,6,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
1409,1429,A000000163374,minjime****,0,0,5,1,선크림 이거저거 쓰다가 얼굴에 바르는 용은 이걸로 정착했습니다. 베이지색 말고 핑크색톤이 나는 거였나?그걸  살까하다가 이번에 요 제품이 할인을 더 하길래 샀는데 만족해요!,0,2022,6,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,1,0
1410,1430,A000000163374,eodrm****,0,0,3,1,선물하려고 구매한거라 사용감은 잘 모르겠어요. 친구는 자기 피부에 잘 맞고 좋다고 하네요.,0,2022,6,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,1,0
1411,1431,A000000163374,from****,0,0,5,1,"제가 극건성이어서 기존에 닥터지 제품을 사용하고 있었는데 매장에 가서 닥터지랑 구매한 제품 안내를 받았어요 사용하고 있는 제품은 말씀 안드리고 추천을 받았던거였는데 피부타입 말씀드리고 안내 받았었는데 피부과에서 출시된 제품이라고 해서 조금 신뢰를 하고 한 번 써봐야겠다고 생각했는데 사용해보니 발림성도 좋고 확실히 피부과에서 출시해서 그런지 바르고 나서 자극도 덜하고 발림성도 좋다는 느낌을 받았어요 평소에 프라이머도 사용하는데 피부결도 정돈되고 톤업에 효과도 어느정도 있는 것 같아 만족합니다! 건성 피부이신 분들은 한 번 사용해보시면 좋을 것 같아요 구매할 당시 27,900원이었는데 할인폭도 높아서 8000원 중반대에 구입한 것 같아요 아직 많이 쓰지는 않았지만 다 사용해보고 괜찮으면 또 구입하겠습니다",0,2022,6,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
1412,1432,A000000163374,rhdidd****,0,0,5,1,작년에 셀퓨전씨 다른 제품 사용하다 좋아서 재구매까지 했는데 이제품이 특가로 나와있어서 구매해봤어요 오리지널보다는 별로인것같아요 ㅜ 유분기가좀 많아요,0,2022,6,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,0
1413,1433,A000000163374,122****,0,0,5,1,정착 아이템이예요 요즘 워낙 썬크림이 많은데 백탁없고 모공에 끼는거 없고 흡수 잘돼서 잘 고른것 같아요,0,2022,6,12,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1414,1434,A000000163374,rladbwls****,0,0,5,1,"선크림은 쎌퓨전씨만 사용해요 매장에 다른제품 구경하러갔는데 셀퓨전씨 제품이 마침 특가로 8900원에 할인중이길래 급하게 하나 샀어요 
약간 피부보정도 가능해서 메이크업 베이스처럼 사용하고있어요 
셀퓨전씨제품은 촉촉한 발림성과 피부 흡수력이 저같이 푸석푸석하고 건조한 사막같은 피부에도 잘스며들어서 다른 선크림보다 부드럽게 사용하고있어요 자외선 차단효과는 말해뭐해인가요 피부에는 매일 발라주고있고 손에도 잊지않고 바르고있어요 
셀퓨전씨 선크림은 종류별로 다 잘 사용하고있고 트러블난적없이 제 피부에 너무 잘맞아서 다양하게 잘 사용하고있어요 올리브영 행사때마다 쟁여두고있기때문에 가격도 다른 제품보다 저렴하고 부담없이 온가족 사용하고있어요 알코올도 적은듯해서 민감피부에도 잘맞을듯해요 ㅋ",0,2022,6,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
1415,1435,A000000163374,qq****,0,0,5,1,"아주아주 잘쓰고있습니다.  처음사용해본 브랜드인데,, 인기제품이었나봐요 매장갔으르 때 특가 상품이길래사본건데 왠걸,,
좋아요좋아요 건성피부인데 바르면 촉촉하고  다른 라인도 구매해서 써볼예정이에욧",0,2022,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
1416,1436,A000000163374,베베랑주,0,0,5,1,"매장에서 세일하길래 셀퓨전씨 유명하기도 해서 구매 
자연스럽게 톤을 보정시켜 주네요 발림성도 괜찮음
크기도 조그마해서 여행가서 남편도 발라줬는데 자연스럽게 톤보정 되서 남자도 바를만 할 정도 였어요 요거 괜찮은데 싶었음",0,2022,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1417,1437,A000000163374,betty****,0,0,5,1,"셀퓨전씨는 약국브랜드 마냥 여드름성 피부, 지성 피부임에도 잘 쓰는 제품입니다. 제품이 워낙 순해서 정말 막 바르기 좋아요. 제품도 순한데 예민한 피부들 워낙에 이것 저것 쓰기 어려운데 셀퓨전씨에서 선크림도 다양한 라인으로 내줘서 고맙게 생각하고 있습니다.

- 샐퓨전씨 선크림은 하얀색 오리지날이나 분홍색 톤업만 써봤습니다.
- 이 제품은 처음인데 괜찮은 것 같아요
- 파데 프리로 쓰기 좋은 제품입니다.
- 마스크 쓰고 다녀서 파데 바르기는 귀찮은데 선크림만 바르자니 벗을 때 좀 곤란하고 그랬는데 정말 쓰기 좋아요
- 은근하게 살짝 커버도 되는 것 같고 톤 정리도 되는 것 같아서 쓰기 좋습니다.
- 파데의 효과를 기대하면 안돼요, 기본적으로 선크림이라 금세 흡수되고 날라가서 시간 지나면 기름도 올라오고 그렇습니다. 저는 그냥저냥 만족해요",0,2022,6,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1
1418,1438,A000000163374,lemonli****,0,0,5,1,음… 우선 그냥 여기저기서 좋다는 말을 들어서 샀는데 생각했던 마무리감이랑 완전 달라서 놀랐어요 매트하게 마무리될 줄 알았는데 좀 번들거려요 요즘같이 더울 때는 파우더까지 해줘야 합니다 그리고 냄새가 별로..ㅠㅠ 재구매는 안할 것 같아요..,0,2022,6,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,1,0,0
1419,1439,A000000163374,hk****,0,0,5,1,"백탁이나 톤 보정은 없는 편이에요.

건성에게도 추천하지만 복합성에게도 좋은 제품이에요.

발림성이 부드럽고 선크림이지만 부드럽게 잘 바를 수 있어요.

마침 선크림이 필요해서 올리브영에 들어갔다.
직원 분께서 여러 선크림을 추천 해 주셨는데
이 선크림이 제일 적합했다.
발림성도 부드럽고 백탁 현상이 없으면서 잘 발린다.
세일하는 중이라서 만원 아래로 저렴하게 잘 구매했다.
자외선 차단 지수가 높긴 하지만 데일리로 쓰기에도 무리 없는 제품이다.
작고 콤팩트한 사이즈로 가지고 다니기에도 좋은 제품이다.
가지고 다니면서 수시로 덧발라 줘야 하는 선크림의 특성과도 맞는 크기이다. 



다음에도 재구매 의사가 있다. 가족끼리 선크림 정도는 공유하는 편인데, 가족 구성원들과 함께 사용하기에도 무리가 없는 제품입니다.",0,2022,6,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1420,1440,A000000163374,lolo****,0,0,5,1,피부과에서  추천받아서 쓰기시작해서 계속쓰고있어요 ㅋ 후회없으실거예여,0,2022,6,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
1421,1441,A000000163374,pm****,0,0,4,1,"뭐 워낙 유명한제품이라
발림성좋고
가격도 세일해서 괜챃은데
양이 많지는 않아서 그것만 빼면
좋은거같아요",0,2022,6,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
1422,1442,A000000163374,misshh****,0,0,4,1,제품이 좋긴 하지만 양이 너무 적어서 아쉽네요 보정효과도 있고 부드럽게 잘 발려요,0,2022,6,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
1423,1443,A000000163374,tnql****,0,0,2,1,셀퓨전씨 썬크림 유명해서 할인할때 사봤어요. 솔직히 할인하니까 샀는데 제가격이면 안살것같아요. 썬크림 적정용량만큼 사용하면 흡수가 안되는정도가 아니라 그냥 얼굴에 클레이 마스크 발라놓은거같아요. 파우더리해서 화장 전에 사용하기도 불편하고요. 쌩얼인데 톤업필요할때만 가끔 바릅니다,0,2022,6,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0,1
1424,1444,A000000163374,gging,0,0,5,0,유명하다 해서 써봤는데 뭐가 그렇게 좋은 건지는.잘 모르겠어요! 그냥 무난하게 잘 쓰고 있어요,0,2022,6,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,0,1,0
1425,1445,A000000163374,ygy****,0,0,1,1,증맬루 정맬루 아쉽습니다 저는 셀퓨전씨 선트림 마니 이용해쓴데요 바로 이건 아니었고 하얀색 선크림이여. 근데 그게 다 떨어졌다 그래서 같은 ㅅ회사 비슷한 선크림으로 사봤습니다 분명 사기전에 이거 색깔잇눈거 아니냐라고 물었지만 별 차이 안난다고 하셔서 샀는데 웬걸 저는 흰색만 썼는데 웬 ㅓ커피색이 나와서 넘나리 놀랐습니다 근데 문제는 그 뿐만이 아니었습니다 제가 흰색 선크림을 쓰는 니유가 좀 뻑뻑해서 바를때 느낌이 좋고 좀 기름기가 덜하다? 의 느낌 째문이었는데 이것은 물같습니다. 그래서 되게 기름진덧처럼 느껴집니다 참으로 안타까운 일잉조 그래서 결국 흰색을 따로 샀ㄴ습니다 이게 무슨 비효율입니까 다시는 색깔있는 물 선트림을 사지 않겠습니다 괜히 새로운거 구입했내요 역시 구관이 명관입니다 각자 장 앙아보세요,0,2022,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,1,0,0
1426,1446,A000000163374,berest****,0,0,5,1,할인으로 아주 좋은 가격에 구입했습니다. 피부톤이랑 비슷해서 좋아요.,0,2022,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1427,1447,A000000163374,han****,0,0,5,1,수분감이 강한 발림성이 있네요. 프라이머 겸용은 알 수 없지만 메베는 될 것 같아요,0,2022,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
1428,1448,A000000163374,dmas****,0,0,4,1,"세일하길래 마침 선크림이 떨어져서 구매했습니다!
급하게 사고나와서 몰랐는데 메이크업베이스용도도 있더라구요?! 요즘 나갈때 마스크때문에 선크림하나 바르고 나가는데 톤업효과가 있다니 그거는 만족했습니다!👍👍
근데 쓰고나서 유분이 더 올라오는 것 같은 느낌이 들더라구요ㅠㅠ 그거와 땀났을때 하얀 국물이 생겨서…ㅎㅎ 파우더처리를 해야할 정도라는건 좀 아쉽긴 했습니다😞 세일하고 셀퓨전씨 선크림으로 유명하다고 들어서 남은 양도 잘 쓰겠지만 재구매의사는 딱히 없구 셀퓨전씨에서 다른 미백효과없는 선크림을 찾으러 떠나야겠네요 !! 하지만 제품자체는 순하고 발림성도 나쁘지않았기에 미백효과 원하고 약간 건성이신분들에게 추천합니다! 땀많이 흘리는 날에는 안쓰는게 좋을 것 같아용!!",0,2022,6,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,0
1429,1449,A000000163374,aiaii****,0,0,5,0,뜨지않고👍 밀리지 않고👍 부드럽게 발리고👍 자연스럽게 톤업까지👍 아침에 스킨 케어 후에 이거 하나만 바르면 되니까 편해요,0,2022,6,5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,0,1,0
1430,1450,A000000163374,rkrdy****,0,0,5,1,적당히 톤 업도 되면서 발림성도 아주 좋아요 얼굴 용으로 쓰기 좋습니다,0,2022,6,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
1431,1451,A000000163374,dodo****,0,0,5,0,"성인 아토피가 살짝있는데,
요건 순하고 눈 따가움도 없어요!
아이가 써도 될정도로 순해요.
피부 톤도 한결 정리 해주는 느낌도 드네요.

셀퓨전씨 어드밴스드 클리어 썬스크린 
요녀석 덕분에 올 여름 따가운 햇볕 아래서 한결 편할수 있겠어요.",0,2022,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
1432,1452,A000000163374,you****,0,0,5,1,"우선 이 제품이 워낙 유명하기도하고 세일기간에 엄청 저렴하게 판매하길래 구매해봤어요 ㅎㅎ 주변에서 친구들이 이 제품 좋다고 할 때에도 항상 닥터지 그린제품만 쓰다가 이 제품도 사용해봤는데 저는 좋았어요! ㅎㅎ 피부가 예민한 편인데 이 제품 사용하고는 딱히 이상반응이 일어나지 않았어요! ㅎㅎ,, 또 선크림을 바른 후 남아있는 찐덕찐덕한 느낌때문에 촉촉한 선크림을 선호하지는 않는데 이 제품은 오일컨트롤이어서 그런가 찐득찐득한 느낌이 들지 않아서 좋았습니다!! 또 선크림 발림성도 좋은 편이에요! 저는 백탁현상이 있는 것 같지는 않고요 나름 만족하면서 잘 사용중입니다 ㅎㅎ 세일 안할 때에는 모르겠지만 저는 딱 기간한정 세일기간에 엄청 저렴한 가격에 구매해서 그런지 만족도가 더 높아요~~! 잘 썼습니다~~",0,2022,6,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0,1
1433,1453,A000000163374,rlarhdmf****,0,0,5,1,"피부에 답답하게 발리는거 싫어하는 사람들에게 잘맞아요!
복합성일때도 있고 건성일때도 있는데 
적당히 유분감있어서 좋아요!ㅎㅎㅎ
부드럽고 피부톤업 효과도 있어서 간단하게 바르고 
나갈 수 있어요!ㅎㅎ
건성인 계절에는 로션을 촉촉히 발라주고 셀퓨전씨 
어드밴스드 클리어 썬크림을 바르면 좋아요!!ㅎㅎ
저는 답답한 느낌이 싫어서 기초를 넘기는 경우가 많았는데 직원분의 추천으로 이 썬크림 알게 되고부터 다른거 못사겠더라구용ㅎㅎ
친구들한테 추천했더니 제거 사용해보고 샀다고 
하더라구용!!
쵝오입니다!!
어르신분들도 피부에 예민하시고 바르기 귀찮아 하시는데 
가벼워서 사용하기 좋다고 하셨어요!
👍👍👍

좋은 상품 가져와서 파는 올리브영도 최고에용
더많은 좋은 상품들이 생겼으면 좋겠어요!
셀퓨전씨❤️올리브영❤️",0,2022,6,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
1434,1454,A000000163374,찌닝71,0,0,5,1,셀퓨전끼 셀퓨전씨 어드밴스드 클리어 썬스쿠린 원래 이 재품을 제 사촌동생 덕분에 알고 있었습니더 사촌동생이 이 쏜크림을 사용하고 있었는데 너무 좋다면서 저에게 계속 추천을 하더라구여 근데 저는 원래 사용하던 썬크림이 너무 많아서 구매를 하지 않았었는데 여행을 갔는데 썬크림을 깜빡하고 안 가져와서 올리브영에 갔는데 이 제품이 눈에 딱 띄길래 그래 이참에 구매해서 상ㅅㅇ해 보자고 해서 구매했습니더 이 재품은 되게 촉촉해서 맘에 들더라구요 제 피부가 건조해서 제 피부랑 안맞는 썬크림을 쓰면 하얗게 뜬다고 해야하나? 암튼 그런게 있는데 요 제품은 되게 촉촉해서 피부에 다 바르고 수분감이 남아있어서 너무 좋았어요 또한 부드럽게 잘 발리고 톤업 효과도 있어서 뭔가 메이크업 전에 베이스처럼 바르기 너무 좋더라구요 ㅎㅎ,0,2022,6,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
1435,1455,A000000163374,Lanier,0,0,4,1,샥이 있는 선크림이에요. 지성분들이 쓰기에는 좀 기름지는 것 같아요,0,2022,5,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
