,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,쿨톤,지성,민감성,블랙헤드,다크서클,트러블,약건성,탄력,웜톤,홍조,아토피,주름,피지과다,모공,잡티,각질,건성,미백,all,중성,복합성,자극도,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요
1876,1876,A000000145282,alst****,0,0,5,0,"닥터디퍼런트 브랜드는 유튜브에서 유튜버들이 자주 언급하고 추천하는 브랜드라 브랜드 네임은 낯설지 않았어요 그런데 제품을 어떤 라인이던지 사용은 못했는데 이번에 팩 한번 구매해봤네용 수부지 피부이지만 환절기라서 푸석푸석하고 거칠어진 같아 충분한 수분공급과 진정, 보습이 필요한 팩을 찾고있었는데 닥터디퍼런트 팩이 딱 인것같아서 구입했어용 팩 시트도 마음에 들고 팩을 하고 나서 촉촉하고 전체적으로 붉은기라던지 피부 자체가 진정된 듯해진거같아요 팩 한번으로 모든 피부 문제점을 변화시킨다기 보다는 그때그때 주는 즉각적인 효과나 피부트러블 없는것이 더 중요하게 생각해서 아주 만족합니다 더군다나 세일할때 구입한거라 아주 만족합니다 팩으로 인해 트러블 없는 것 자체가 너무 만족해요 덤으로 수분과 진정까지 함께 주어서 아주 대만족",2,2021,9,29,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,0,1,0,0,0,1
1877,1877,A000000145282,아야오요,0,0,5,0,처음써보는 제품인데 자극없고 촉촉해서 좋아요 세일때 자주 구매할듯,2,2021,9,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1,0,0,0,0,1
1878,1878,A000000145282,난지금결제중,0,0,5,0,"붉은기 진정에 최고~~~
간질간질한 피부에도 최고....!!
마냥 산뜻한 에센스도 아니고 카밍! 모이스처!
이름에 아주 잘 어울리는 마스크팩입니다 추천",2,2021,8,30,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1,0,0,0,0,1
1879,1879,A000000145282,minseo****,0,0,5,0,닥터디퍼런트 상품들 여러가지 다 써봤는데 이게 가장 진정효과가 뛰어나서 좋아요,2,2021,8,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0
1880,1880,A000000145282,꿀호떡먹는고먐미,0,0,4,0,"무난하고 괜찮은 마스크팩인 것 같아요! 닥디마켓 사은품으로 받을 뻔했다가 못 받아서 궁금해서 사봤어요ㅎㅎ

시트에 붙어있는 비닐같은거를 떼어내고 붙여야하는 마스크팩이고, 처음엔 젤타입 마스크팩인줄 알고 실망했는데 젤타입은 아니에요! 시트도 얇은 편이라 밀착이 잘 돼요!

에센스도 생각보다 별로 안 들어있다고 생각했는데 마스크팩을 하고 떼어내니까 얼굴이 촉촉해지고 보습이 왠만한 마스크팩보다 보습이 잘 되는 것 같아요! ☺️ 마스크팩 하나로 스킵케어가 가능할수도 있을 것 같은 제품이에요!! 수분도 꽤 있고 보습력이 좋은 편이에요! 마스크팩하고 가벼운 수분크림으로 마무리해도 충분할 것 같은 느낌?!

닥터디퍼런트 제품 여러개 사용해보니 제품들이 다 괜찮아서 평균이상은 하는 것 같아요.😀

다만 가격이 좀 비싸고 다른 마스크팩말고 이걸 꼭 사용해야겠다고 느낄 정도로 특별한 것까진 아닌 것 같아서 재구매할지는 모르겠어요!",2,2021,3,27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,1,0,0,1,0,0
1881,1881,A000000145282,jmjmlub,0,0,5,0,닥터디퍼런트 제품은 다른 제품도 쓰고 있는데 비타민c 와 131모이스처라이저 보습크림도 순하고 만족스러워요. 저희 엄마도 여기제품 사드렸는데 너무 너무 좋다고 또 구매해달라고 하셨어요:-) 카밍앤 모이스처 마스크 이 제품은 첫구매인데 볼쪽에 마스크때문에 트러블도 나고 코로나 때문에 하루종일 직장에서 마스크를 쓰고 있으니 피부가 붉어져서 진정에 좋은 제품 없을까하다가 닥터디퍼런트 마스크팩을 구매하게 됐어요^^ 드라마틱한 효과보다는 마스크 시트도 피부에 자극없고 붉게 진정된 피부를 진정시켜주고 데일리로 쓰기에도 전혀 부담없는 마스크팩이에요:-),2,2021,2,27,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
1882,1882,A000000145282,찌니81,365,0,4,0,"한줄평 : 집에도 손쉽게 사용할수 있는 데일리 진정마스크팩입니다.
일단 CNP의 선생님들이 새로 개발한 브랜드라고 하여 왠지 믿음이 가는 브랜드인데다가 기존 비타리프트 에이 포르테도 잘 사용하였기에 믿고사용하는 브랜드입니다.
진정효과에 탁월한 마스크패긍로 피부가 울긋불긋하여 자극이 심했던날에 이 팩을 하고 잤는데 다음날 피부가 진짜 많이 가라앉은 상태였습니다.
자극감도 없었으면 성분또한 만족스러웠습니다.
시트도 그렇고 판테놀 성분도 들어가고 약산성으로 피부 장벽강황에 도움을 주기에 그런거 같습니다.
또한 수분감또한 좋았습니다
다만 보습감이 살짝 부족한 편이기에 수부지에게 추천드리면 여름철에는 건성이 사용하기에도 좋을꺼 같은 팩입니다.
데일리 팩으로 사용하기에는 가격이 다소 아쉬운 편이긴 하나 세일기간이라면 좀더 저렴한 사용이 가능합니다.",1,2022,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,1
1883,1883,A000000145282,갓지,1003,0,5,0,"닥터디퍼런트 아이크림 제품 너무 잘 사용했어서 
다른거 뭐 살거있나 쳐다보다가 팩 제품 써보고싶어서 구매했습니다
빠르게 진정이 잘되는거같아요
제가 생X 시작하면서 얼굴이 뒤집어져버려서
급하게 이거 사용했거든요
근데 다음날 붉은끼가 잡혀서 놀랬습니다
트러블 나온거는 여전히 남아 있었지만 
붉은끼는 확 가라앉은게 보여서 너무 만족스럽다구요
시트도 부드러웠고 액도 넉넉해서 
얼굴부터 목이랑 팔꿈치랑 허벅지까지 발라줬습니다
제가 얼굴이 뒤집어졌을때 사용해서 
효과를 더 극명하게 느낀거같긴해요
며칠 연속으로 사용해봤는데 빠르게 원상복구되서 마음에 들었어요
흔적케어는 따로 해주는게 좋은거같아요
5매 다 사용했는데 흔적케어는 잘 모르겠어요
속건조도 같이 잡힐수잇어서 사용감이 참 좋은 제품이라고 생각합니다",1,2022,7,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3,0,1,0,0,0,1
1884,1884,A000000145282,ghddkfl****,0,0,5,0,"저는 평소에 시트팩과 러쉬팩을 번갈아가면서 사용중인데 
닥터디퍼런트는 딱 메이크업 오래했을때, 자극받았다고 느끼고 피부가 울긋불긋 올라올때 진정하려고 사용해요! 정말 20분만 붙이고 있어도 다음날 아침 피부가 달라져요…우선 마스크팩은 어떤걸 사용해도 트러블이 나는 편이고 간지러워서 거의 사용을 안했었는데 닥터디퍼런트는 달라요! 붉은기도 잘 가라앉구요 다음날 세수할때 피부가 엄청 부드러워요 그래서 세일할때 10개씩 쟁이고, 솔직히 1일1팩 너무 귀찮아서 잘 못하는데 그것은 변화가 없으니 안하게 되는거구요…! 막상 효과를 보니 매번 꼭 챙기게 되네요! 사용하고 앰플은 따로 안바르고 크림으로만 마무리하면 완벅한 보습과 진정으로 좋아요! 가격대도 세일할때 구매하면 부담없네요~세일 자주해주세요~~!!",1,2022,7,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
1885,1885,A000000145282,밍띵,0,0,5,0,저번에 닥터디퍼런트 스킨사서 사은품으로 받았었는데 써보고 좋아서 다시 구매해봤어요,1,2022,7,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,1,0,0
1886,1886,A000000145282,suming****,0,0,5,0,계속 계속 재구매 하는 닥디의 마스크팩!!! 소문 안났으면 좋겠어요 ㅋㅋㅋㅋㅋ 소문나면 세일 별로 안할 거 같아서 ㅜㅜㅋㅋ 올리브영의 모든 마스크팩을 사용해본 건 아니지만 솔직히 이게 젤 좋을 거 같아요 ㅋㅋ 정말 촉촉하고 트러블이 안생겨요 ! 다른 제품은 영양과잉으로 꼭 트러블 하나씩 올라오곤 하는데 이 제품은 전혀 그렇지 않아요 그렇다고 너무 가볍지도 않아서 저는 매일 하기엔 좀 부담스럽더러구요 일주일에 한두번 정도가 적당하다 싶어요 ~ 이번에 재주문하려고 보니 보라색도 있던데 그것도 한번 구매해봐야겠어요 ㅎㅎ 마스크팩 안에 에센스도 충분히 많이 들어있어서 얼굴에 한번 더 발라주고 팔 다리에 잔여물을 발라도 충분할 정도로 넉넉해서 맘에드네요 지금도 세일중이면 또 구매하러 가야겠어용 ㅎㅎ 닥디 최고최고,1,2022,7,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1887,1887,A000000145282,설정해주세요,557,1,5,0,"장마+여름이라 그런지 피부가 안좋아져서 진정<-이라고 써있는 팩종류를 열심히 구입하고 있어요 
시트지 얇은편이고 필름 제거하고 사용하는거라 부착하기 쉬웠어요 
에센스 양도 많아서 팩하는 동안 마르거나 하지 않았구요 
가격이 저렴한 편은 아닌데 세일동안 구입했어요",1,2022,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
1888,1888,A000000145282,1226l****,0,0,5,0,이거 제 인생마스크! 사은품으로 받아서 썼다가 좋아서 대량으로 시켜서 써요!!,1,2022,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1889,1889,A000000145282,얼음과자,0,0,5,0,"시트 치고 가격대가 좀 있어서 세일할때 노려서 구입했어요ㅎㅎ
제품은 개봉하기 편하게 종이 재질로 되어 있아서 깔끔하게 뜯을수 있었어요.
시트는 이중으로 되어 있어서 펼치기도 편했어요ㅎ
다른 제품들은 시트가 들러붙어 있어서 펼치는데도 한참 걸렸거든요ㅜㅜ
에센스는 손이나 몸에 다 흐르고ㅋㅋ
이중으로 되어 있는게 이렇게나 편한지 몰랐네요ㅎ

그리고 시트가 얇은편은 아닌데 피부에 촥 밀착이 되요!!
어느 한군데 뜨는데 없이 밀착이 너무 잘되서 놀랐어요ㅎㅎ
너무 얇은 시트는 에센스를 머금지도 못해서 붙이고 있는 도중에도 턱 밑으로 흘러서 너무 불편했었어요ㅎ
시트가 적당히 두께가 있어서 에센스를 잘 흡수하고 있었고 밀착력도 너무 좋아요ㅎ

어떤 시트는 쓰고 나면 끈적함만 남는 시트가 있는데 닥터디퍼런트 제품은 촉촉한 수분감만 남아 피부가 촉촉해요ㅎ",1,2022,6,22,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,1,0,0
1890,1890,A000000145282,1226l****,0,0,5,0,사은품으로 처음 써봤는데 한번에 얼글이 보들보들해저서 제 돈 주고 주기적으로 사고있습니당,1,2022,6,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1891,1891,A000000145282,kitty****,0,0,5,0,"저번에 사용해보고 재구매 하는 상품에요 닥터디프런트도 세일 자주 해주면 좋겠습니다 저한텐 꼭 잘 맞아서요 ~~
이 제품은 진정 보습 기능에 충실한느낌이고 담날 얼굴도 환해져있어요 건성 복합성 피부 추천 !",1,2022,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,0,0,1
1892,1892,A000000145282,megan****,0,0,4,0,"팩 에센스가 충분하고, 시트팩의 두께가 얇아서 얼굴에도 잘 밀착됩니다",1,2022,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
1893,1893,A000000145282,suming****,0,0,5,0,"평소 다니던 피부과에서 닥터 디퍼런트 제품을 판매하고 있어서 알게된 브랜드 입니다 
병원에서는 꽤 비싸게 판매하는데 홈페이지나 올리브영에서는 행사가 많아 가격이 좋네요
고가가 아닌 이상 마스크팩이 거기서 거기지 하는 생각에 평소 저랑 잘 맞는 한율 어린쑥 마스크팩만 이용해 왔는데 그 제품도 촉촉하고 괜찮습니다
다만 너무 오랫동안 사용해와서 지겨워서 마침 닥터 디퍼런트 마스크팩이 50% 세일중이라 한번 구매해보았습니다
일단 한율 제품보다 조금 더 무겁고 = 에센스 양이 많아 가볍게 매일하는 제품은 아닙니다 근데 저는 귀찮아서 마스크팩을 자주하지는 못해서 일주일에 한번 정도만 사용하는데 그렇게 사용하기에 딱 적절해서 냉장고에 이 제품과 한율제품이 모두 들어있지만 이 제품에 손이 더 자주 가네요 만약 마스크팩을 자주 한다면 좀 더 가벼운 한율제품에 손이 갈 것 같구요
에센스 양이 많으니 당연히 사용 시 매우 촉촉하고 보습이 잘 됩니다 어떤 마스크팩은 너무 과다해서 마스크팩을 하고나면 오히려 트러블이 올라오기도 하는데 이 제품은 전혀 그렇지 않습니다 
다만 가격이 비싸서 세일 때 쟁여야겠네요",1,2022,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1894,1894,A000000145282,aem****,0,0,5,0,"순한 제품이라 피부에 붙였을 때 편안했고 밀착도 잘 되었고요
수분감이 잘 채워져서 그런지 다음날 피부 겉이 매끈해졌어요",1,2022,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1895,1895,A000000145282,ghddkfl****,0,0,5,0,"진짜 대박이에요 우연히 하나 싸보고 할인할때까 기다렸는데
제가 효과가 얼마나 좋으면 원래 귀찮아서 시트팩 일주일에 한번?피부 뒤집어지먼 이틀에 한번정도인데 매일매일했어요
왜냐?혀과가 바로바로 보이니까.. 진정에 너무 좋구요 
시트가 완~전 얇아서 흐물흐물한것도 아니고 적당히 힘이 있는것도 좋구요 에센승 양이 진짜 많아서 저는 시트 올리고 그 위에 에센스 계~석 도포한후에 20분정도 있었어요 진정효과 굉장히 좋고 피부결? 전체적으로 깨끗해지면서 정돈되는 느낌이에오 
다섯개 구매해서 오일만에 다 써버렸네요.. 초록색이랑 파란색중에 고민하다가 파란색 마스크팩으러 구매한건데 담엔 초록색도 사용해볼게요! 시트 제거하고 나서도 피부에 겉도는게 아니라 싸악 ㄱ스며들면서 깨끗! 맑아져요! 가루형세안제 사용하고 보습해주면 딱이네요",1,2022,5,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
1896,1896,A000000145282,캐모마일릴렉서,56,0,5,0,요즘 환절기라서 그런지 피부가 굉장히 자주 건조해지고 푸석푸석해 지고 좀 자주 갈라지는 편인데요 그래서 피부에 관한 고민이 많은 요즘입니다 그렇게 고민을 하다가 좀 올리브영 후기를 찾아 보고 괜찮은 제품이 몇 개 골라서 이렇게 구입을 하게 되었는데요 제가 느꼈을 때 이 제품을 사용해 보니까 확실이 단기적으로 사용을 했는데도 불구하고 효과가 우수 했던 거 같애서 제가 좋았던 점을 몇 개 골라서 여러분들께 소개를 해 드리려고 합니다 저 같은 경우에는 일을 일주일에 일 100 정도 했는데요 어 그 점을 참고하지 마 하지 하죠 가지고 개인적인 의견인것 좀 감안해 가지고 읽어 주셨으면 좋겠습니다 이 제품 같은 경우에는 타사제품에 비해서 뭔가 하고 났을 때 피부가 굉장히 촉촉해지고 탄력이 생기는 거 같애요 특히 수분 보충에 탁월한 제품인것 같습니다 뿐만 아니라 제 피부가 굉장히 예민한 편인데도 불구하고 자극이없어요,1,2022,5,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0
1897,1897,A000000145282,clzls****,0,0,5,0,자극없이 순하고 굉장히 촉촉하네요 건조한 계절에 쓰면 딱일거같아요,1,2022,5,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0
1898,1898,A000000145282,푸른올영이,85,0,5,0,요즘 환절기라서 그런지 피부가 굉장히 자주 쩍쩍갈라지고 건조해져서 어떤 조치를 취 해야겠다라고 깨닫고 있었는데요 그러다가 이번에 이 제품을 검색을 해서 알아 보게 돼서 제가 피부에 대한 조치를 취하고자 이 제품을 후기를 보고 구입을 하게 되었습니다 이제품 같은 경우에는 여러 성분이 굉장히 순한 것 같습니다 제 피부가 굉장히 예민한 편인데요 그래서 한 가지를 제품에 지금까지 정착을 못 하고 있었는데 이제품 같은 경우에는 굉장히 순하고 부드러워서 쓰고 나서 시원한 느낌도 들고 제 피부에 아무런 이상이 없었습니다 또한 이 제품을 하고 나면 쓰는 모습이 정말 잘되는데요 5권 성 지성 이런 거 피부타입 갈 필요 없이 굉장히 좋은 효과가 나타나는 것 같습니다 제 피부에도 굉장히 잘 맞았지만 주변 사람들 피부를 봐도 이 제품이 굉장히 좋은 제품이라는 걸 알 수 있는 거 같앙ㅅ,1,2022,5,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3,1,0,0,1,0,0
1899,1899,A000000145282,k9****,0,0,5,0,보습보다는 수분 충전에 좋은 마스크팩이에요. 복합성인 저는 촉촉하게 사용했습니다.,1,2022,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,0,1,0,0
1900,1900,A000000145282,k9****,0,0,5,0,처음 사용해봤어요. 밀착감 좋고 수분 충전에 좋은 마스크팩입니다.,1,2022,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0,1,0,1,0,0
1901,1901,A000000145282,193002p****,0,0,5,0,"카밍과 모이스처의 정말 중간을 잘 맞춘 팩 같아요
올영세일로 좋은 팩 많이 발견 한 것 같아서 너무 좋네요",1,2022,4,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1902,1902,A000000145282,smj****,0,0,5,0,이거 수분진정 용으로 좋아서 매번 쟁여놓고 쓰고 있어요 따갑지도 않고 여드름도 안나서 잘 맞는 거 같아요,1,2022,4,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,0,1,0,0,1
1903,1903,A000000145282,20****,0,0,5,0,진정도 되고   수분도 많고 정말좋아요    1일1팩하는데 화장전에   팩을하니 좋네요,1,2022,4,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1904,1904,A000000145282,ma****,0,0,5,0,"피부가 얇아서 마스크 사용할때 따가울까봐 
많이 고민해서 사용해요 
순해서 좋았고 건조함이 많이 사라져서 
만족하며 계속 사용하고 있습니다",1,2022,4,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0
1905,1905,A000000145282,lieb****,0,0,5,0,"써본 팩중에 젤 최고
할인할때 쟁여놨어요
세일안할때 사기엔 부담될수 있는데 할인마니 하면 
가격 괜찮아요 팩 하고 담날 화장하면 완전 다른게 느껴짐",1,2022,4,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,1,0,0
1906,1906,A000000145282,딸기복숭아체리포도,0,0,5,0,사용직후 피부가 촉촉해지고 쫀쫀한게 바로 느껴져서 좋아요,1,2022,3,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,1,0,0
1907,1907,A000000145282,uk****,0,0,5,0,다른 팩은 어떨까 궁굼해소 사봤는데 딱히 별로인점 없이 사용핬어요,1,2021,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
1908,1908,A000000145282,rmdql****,0,0,5,0,"이 닥터디퍼런트 후기가 너무 좋길래 혹해서 구매했어요!!
환절기에다가 마스크까지 더해져서 피부가 정말 안좋아지고 붉어졌었어서 진정에 좋은 제품을 찾아보다가 구매했는데,
마스크팩은 쑥 제품 아니먄 잘 안맞아서 조금 고민을 했지만,
사길 정말 잘한거같아요!!
일단 마스크 면이 너무 부드럽고 자극이 없습니당.
앰플양도 은근 적은거같인데 오래ㅅ동안 촉촉하구요,
냉장고에 넣어놨다가 세안 후에 사용하니까 진정에 너무 좋아요
냄새도 없어서 예민하신분들도 괜찮을거 같습니당!!
가격이 싼 편도 아니고 비싼편도 아니여서 부담도 딱히 없구요!!'
수부지에 민감성이라 무거운 제형인 팩을 사용하면 
담날 여드름이 꼭 올라오는 피부예요.
근데 이 마스크팩은 뗐을때 살짝 유분기가 느껴져서 걱정했는데
너무 좋아요!",1,2021,10,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
1909,1909,A000000145282,sjmon****,0,0,5,0,"피부과에서 닥터디퍼런트제품 추천받고 시카크림,  토너 사용하다가 마스크팩도 진정효과가 좋다는 걸 보고 구입하게됐어요. 
집에 여러가지 구입해놓고 피부상태에 따라 사용하곤하는데 진정효과가 빨리 나타나서 가장 손이 많이 가는 팩이에요.  지복합성이라서 볼쪽이 속건조한데 유분도 많아서 여드름도 종종 나고 조금만 영양이 과해도 화이트헤드가 올라오는 번거로운 피부에요.  그럼에도 이건 저에게 잘 맞아요.  
주1회정도 주기적으로 사용해봤는데 마스크팩하고 다음날 과하지도않고 부족하지도않은 느낌 좋았어요.  어떤 팩 하고나면 담날 계속 유분 올라오고 여드름 생길때도 있었는데 이건 산뜻하면서도 건조하지않게 유지시켜주는데 도움되는것같아요.
5개 다 사용해서 재구매하러왔다가 리뷰쓰고 갑니다.  단종 안되고 계속 판매했으면 좋겠어요.",1,2021,9,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,0,1,0,0,0,1
1910,1910,A000000145282,hanna****,0,0,5,0,"믿고 쓰는 팩 닥터디퍼런트 팩 입니다~

닥터디퍼런트 제품중 비타민 앰플 사용해보고 너무 만족해서 
닥터디퍼런트 제품에 신뢰가 돼서 사용하게 됐습니다~

기존 사용하던 팩보다 비싼 편이지만 그만큼 만족도가 높아요~!!

얼굴이 많이 예민한 편인여서 잘 빨개지는 아토피성 피부라서 마스크팩 잘못쓰면 오히려 진정안되고 빨개지는 경우가 더 많은데 닥터디퍼런트는 정말 순해서 사용감이 너무 좋습니다 

얼굴이 열받아서 빨개졌을때 사용하면 정말 진정 효과가 좋습니다 냉장고에 넣어놨다가 사용하면 더욱 만족도가 얼굴에 찬기운이 오래남아 진정효과가 정말좋아요~!!

팩 두께는 얇은 편이라 밀착이 정말 잘되서 좋아요 
앉아서 해도 떨어지거나 하지 않아 편합니다~

저처럼 아토피 있어서 피부가 많이 예민하신 분들께  적극 추천 드립니다!",1,2021,8,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,1,0,0,0,0,1
1911,1911,A000000145282,쫀쫀이,0,0,5,0,다른마스크팩에비해  이 마스크팩은 하고나서 장시간 촉촉하고 진정되는느낌이 100프로  이팩하고 진정크림바르면 거짓말처럼 진정되요,1,2021,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,1,0,0,0,0,1
1912,1912,A000000145282,춘식이,0,0,5,0,"닥터디퍼런트 브랜드 유명하고 잘 만드는건
알았는데 이정도 인줄은 몰랐어요 !

시트 질감이 아주 좋아요
예민하고 피부 얇은 제가 써도 아주 좋더라구요 ㅎㅎ
유명한 아비브 급은 아니지만, 이정도도 충분했어요 :)

그리고 에센스가 많이 묻어 있지 않은듯 보였지만
직접 사용 할때, 사용하고 나서 떼어낼 때
에센스가 어느새 흡수가 쏙 되어서 아주 좋더라구용ㅎㅎ

부드럽고 입자가 고운 에센스라서 피부결에도 좋았어요
트러블이 막 올라왔었는데 확실히 진정된게 눈에 보여요
생리하거나 할때 더 심할때 써도 충분히 좋을거 같네요!",1,2021,7,26,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3,1,0,0,0,0,1
